Year,value,Village
2015,141.889031,Adreb
2016,241.241113,Adreb
2017,277.590347,Adreb
2018,228.89184500000002,Adreb
2019,175.60026900000003,Adreb
1983,303.32054412679713,AgazenMeda
1984,128.513939,AgazenMeda
1985,249.289838,AgazenMeda
1986,348.3290129879081,AgazenMeda
1987,109.22485955634923,AgazenMeda
1988,469.20321756944406,AgazenMeda
1989,181.0185147222222,AgazenMeda
1990,274.86418144444445,AgazenMeda
1991,323.764722,AgazenMeda
1992,155.023638,AgazenMeda
1993,217.878923,AgazenMeda
1994,461.0850466666667,AgazenMeda
1995,280.9680957942577,AgazenMeda
1996,439.384064,AgazenMeda
1997,259.80408,AgazenMeda
1998,451.2166639999999,AgazenMeda
1999,406.701834,AgazenMeda
2000,202.51947869999998,AgazenMeda
2001,240.33057100000002,AgazenMeda
2002,202.22782399999997,AgazenMeda
2003,287.72836199999995,AgazenMeda
2004,172.8460915,AgazenMeda
2005,243.718923,AgazenMeda
2006,361.644123,AgazenMeda
2007,377.262361,AgazenMeda
2008,293.06120119999997,AgazenMeda
2009,456.24889599999995,AgazenMeda
2010,449.559642,AgazenMeda
2011,177.382585,AgazenMeda
2012,343.7596279999999,AgazenMeda
2013,471.117176,AgazenMeda
2014,269.970604,AgazenMeda
2015,196.227042,AgazenMeda
2016,400.544638,AgazenMeda
2017,493.85840200000007,AgazenMeda
2018,282.646976,AgazenMeda
2019,271.272138,AgazenMeda
1983,27.51491442156863,Agazi
1984,175.429261,Agazi
1985,144.716959,Agazi
1986,83.1616951437909,Agazi
1987,37.13676836904763,Agazi
1988,199.016935138889,Agazi
1989,36.319382999999995,Agazi
1990,60.170869999999994,Agazi
1991,35.358269899999996,Agazi
1992,94.64852499999999,Agazi
1993,80.662874,Agazi
1994,201.01663847222218,Agazi
1995,243.18548170728292,Agazi
1996,85.391875,Agazi
1997,102.02093400000001,Agazi
1998,174.437546,Agazi
1999,175.390984,Agazi
2000,78.4495043,Agazi
