Year,value,Village
1998,247.36048,Adishimbirkti
1999,196.25314,Adishimbirkti
2000,130.80821,Adishimbirkti
2001,152.23004999999998,Adishimbirkti
2002,121.50836999999999,Adishimbirkti
2003,139.71581100000003,Adishimbirkti
2004,76.33583,Adishimbirkti
2005,187.430609,Adishimbirkti
2006,195.179219,Adishimbirkti
2007,159.55855,Adishimbirkti
2008,125.24286099999999,Adishimbirkti
2009,172.95021100000002,Adishimbirkti
2010,225.13376,Adishimbirkti
2011,126.73562899999999,Adishimbirkti
2012,110.84426199999999,Adishimbirkti
2013,96.440784,Adishimbirkti
2014,173.30905,Adishimbirkti
2015,153.49255,Adishimbirkti
2016,66.07371,Adishimbirkti
2017,178.27671,Adishimbirkti
2018,165.18401,Adishimbirkti
2019,74.15137,Adishimbirkti
2020,128.7681381794871,Adishimbirkti
1981,69.337569,AdisKigni
1982,36.260796,AdisKigni
1983,61.202516,AdisKigni
1984,37.963803,AdisKigni
1985,85.996251,AdisKigni
1986,88.919602,AdisKigni
1987,25.782997,AdisKigni
1988,133.11024,AdisKigni
1989,31.958171,AdisKigni
1990,46.586717,AdisKigni
1991,26.300649,AdisKigni
1992,85.01896,AdisKigni
1993,66.21024,AdisKigni
1994,103.73405000000001,AdisKigni
1995,71.36782199999999,AdisKigni
1996,138.31585,AdisKigni
1997,27.853949,AdisKigni
1998,182.50541799999996,AdisKigni
1999,142.67009000000002,AdisKigni
2000,101.349007,AdisKigni
2001,99.262603,AdisKigni
2002,74.382247,AdisKigni
2003,85.266728,AdisKigni
2004,45.003253,AdisKigni
2005,140.775482,AdisKigni
2006,138.4776,AdisKigni
2007,108.30628399999999,AdisKigni
2008,106.969196,AdisKigni
2009,139.42218400000002,AdisKigni
2010,170.22106000000002,AdisKigni
2011,90.35367199999999,AdisKigni
2012,69.016728,AdisKigni
2013,57.972635999999994,AdisKigni
2014,113.7005,AdisKigni
2015,106.10200399999998,AdisKigni
2016,31.357633000000003,AdisKigni
2017,131.20685699999999,AdisKigni
2018,106.73605,AdisKigni
2019,45.889699,AdisKigni
2020,87.76582341025642,AdisKigni
1981,88.82514800000001,Adiyikoro
1982,44.817747,Adiyikoro
1983,92.58135200000001,Adiyikoro
1984,52.61925,Adiyikoro
1985,66.49568000000001,Adiyikoro
1986,60.353609999999996,Adiyikoro
1987,57.071977,Adiyikoro
1988,93.90331,Adiyikoro
1989,70.236291,Adiyikoro
1990,55.36502,Adiyikoro
1991,47.591846000000004,Adiyikoro
1992,88.573533,Adiyikoro
1993,103.575829,Adiyikoro
1994,111.59587,Adiyikoro
1995,104.551822,Adiyikoro
1996,107.408696,Adiyikoro
1997,46.841319,Adiyikoro
1998,199.46077,Adiyikoro
1999,154.79695999999998,Adiyikoro
2000,96.06220499999999,Adiyikoro
2001,119.4692,Adiyikoro
2002,116.75555,Adiyikoro
2003,133.16567,Adiyikoro
2004,57.494492,Adiyikoro
2005,118.50492100000001,Adiyikoro
2006,155.571976,Adiyikoro
2007,124.201132,Adiyikoro
2008,106.405751,Adiyikoro
2009,144.33198699999997,Adiyikoro
2010,168.52898,Adiyikoro
2011,112.23844100000001,Adiyikoro
2012,105.18027599999999,Adiyikoro
2013,78.904863,Adiyikoro
2014,134.30918,Adiyikoro
2015,112.961287,Adiyikoro
2016,68.512797,Adiyikoro
2017,135.759072,Adiyikoro
2018,121.00729,Adiyikoro
2019,79.68839,Adiyikoro
2020,100.9158843589744,Adiyikoro
1981,83.97964599999999,Adizata
1982,42.721452,Adizata
1983,88.92939,Adizata
1984,49.4771,Adizata
1985,63.10091,Adizata
1986,57.16875,Adizata
1987,54.570953,Adizata
1988,88.39569499999999,Adizata
1989,66.952439,Adizata
1990,52.746897000000004,Adizata
1991,45.33958,Adizata
1992,84.73317999999999,Adizata
1993,98.896387,Adizata
1994,106.17900000000002,Adizata
1995,100.595164,Adizata
1996,102.98828999999999,Adizata
1997,44.613561,Adizata
1998,191.17133,Adizata
1999,148.39175699999998,Adizata
2000,87.110091,Adizata
2001,100.37945,Adizata
2002,109.025765,Adizata
2003,118.67058,Adizata
2004,54.721867,Adizata
2005,113.363695,Adizata
2006,148.56586199999998,Adizata
2007,121.71747,Adizata
2008,102.88042000000002,Adizata
2009,138.752296,Adizata
2010,159.38251,Adizata
2011,99.835526,Adizata
2012,98.607927,Adizata
2013,81.658198,Adizata
2014,112.06117,Adizata
2015,107.553223,Adizata
2016,65.14324400000001,Adizata
2017,129.875061,Adizata
2018,107.96978,Adizata
2019,71.030352,Adizata
2020,94.85271712820514,Adizata
1981,93.5208,Adreb
1982,38.71537,Adreb
1983,46.615772,Adreb
1984,66.732067,Adreb
1985,43.976802,Adreb
1986,64.227432,Adreb
1987,45.51205,Adreb
1988,91.84959,Adreb
1989,48.735933,Adreb
1990,83.689313,Adreb
1991,79.97155000000001,Adreb
1992,27.680492,Adreb
1993,78.05445,Adreb
1994,65.861783,Adreb
1995,37.910571999999995,Adreb
1996,41.64315,Adreb
1997,61.96579,Adreb
1998,88.87292,Adreb
1999,78.82617,Adreb
2000,63.2524,Adreb
2001,36.395942,Adreb
2002,42.505513,Adreb
2003,73.10108199999999,Adreb
2004,61.803799999999995,Adreb
2005,55.22998200000001,Adreb
2006,60.179021,Adreb
2007,50.083541999999994,Adreb
2008,49.28382,Adreb
2009,28.384972,Adreb
2010,56.241282,Adreb
2011,46.907332000000004,Adreb
2012,41.124852,Adreb
2013,69.94866999999999,Adreb
2014,109.86834999999999,Adreb
2015,78.06228,Adreb
2016,47.705388000000006,Adreb
2017,57.72377,Adreb
2018,65.217072,Adreb
2019,103.34508,Adreb
2020,61.0442604102564,Adreb
1981,120.19685000000001,AgazenMeda
1982,92.00934999999998,AgazenMeda
1983,74.750765,AgazenMeda
