"_index","Region","District","Village","Period","start","end"
"343","Tigray","Adwa","Woyenti","harvesting","10-25","11-14"
"350","Tigray","Naeder-Adet","Adi selam","land preparation","01-09","06-18"
"350","Tigray","Naeder-Adet","Adi selam","planting","06-25","07-12"
"350","Tigray","Naeder-Adet","Adi selam","flowering","08-28","09-08"
"350","Tigray","Naeder-Adet","Adi selam","tasseling/seed filling","09-24","10-08"
"350","Tigray","Naeder-Adet","Adi selam","harvesting","10-23","11-28"
"357","Tigray","KolaTembien","Endabano","land preparation","04-16","06-15"
"357","Tigray","KolaTembien","Endabano","planting","06-03","06-23"
"357","Tigray","KolaTembien","Endabano","flowering","08-10","09-16"
"357","Tigray","KolaTembien","Endabano","tasseling/seed filling","08-21","09-21"
"357","Tigray","KolaTembien","Endabano","harvesting","09-26","10-15"
"359","Tigray","KolaTembien","Endabano","land preparation","04-15","06-16"
"359","Tigray","KolaTembien","Endabano","planting","06-01","06-14"
"359","Tigray","KolaTembien","Endabano","flowering","08-15","09-18"
"359","Tigray","KolaTembien","Endabano","tasseling/seed filling","08-21","09-22"
"359","Tigray","KolaTembien","Endabano","harvesting","10-05","11-15"
"366","Tigray","TanquaAbergele","Lemlem","land preparation","04-30","06-15"
"366","Tigray","TanquaAbergele","Lemlem","planting","05-31","06-30"
"366","Tigray","TanquaAbergele","Lemlem","flowering","08-31","09-10"
"366","Tigray","TanquaAbergele","Lemlem","tasseling/seed filling","10-05","09-15"
"366","Tigray","TanquaAbergele","Lemlem","harvesting","11-15","11-30"
"371","Tigray","Alamata","LaelayDayu","land preparation","02-01","06-30"
"371","Tigray","Alamata","LaelayDayu","planting","06-25","08-21"
"371","Tigray","Alamata","LaelayDayu","flowering","09-05","09-25"
"371","Tigray","Alamata","LaelayDayu","tasseling/seed filling","09-12","10-10"
"371","Tigray","Alamata","LaelayDayu","harvesting","10-24","12-15"
"373","Tigray","Alamata","LaelayDayu","land preparation","01-21","04-06"
"373","Tigray","Alamata","LaelayDayu","planting","02-20","05-08"
"373","Tigray","Alamata","LaelayDayu","flowering","08-31","09-15"
"373","Tigray","Alamata","LaelayDayu","tasseling/seed filling","09-05","09-30"
"388","Tigray","Atsbi","RubaFelege","land preparation","03-17","05-25"
"388","Tigray","Atsbi","RubaFelege","planting","06-08","06-28"
"388","Tigray","Atsbi","RubaFelege","flowering","08-22","09-08"
"388","Tigray","Atsbi","RubaFelege","tasseling/seed filling","09-25","10-12"
"388","Tigray","Atsbi","RubaFelege","harvesting","11-20","12-15"
"399","Tigray","RayaAzebo","Mechare","land preparation","03-22","07-15"
"399","Tigray","RayaAzebo","Mechare","planting","07-15","07-27"
"399","Tigray","RayaAzebo","Mechare","flowering","09-15","10-07"
"399","Tigray","RayaAzebo","Mechare","tasseling/seed filling","10-23","12-15"
"399","Tigray","RayaAzebo","Mechare","harvesting","11-20","12-30"
"407","Tigray","KolaTembien","GetskiMilesiley","land preparation","01-01","04-30"
"407","Tigray","KolaTembien","GetskiMilesiley","planting","05-01","05-16"
"407","Tigray","KolaTembien","GetskiMilesiley","tasseling/seed filling","08-09","09-16"
"407","Tigray","KolaTembien","GetskiMilesiley","harvesting","10-01","11-01"
"413","Tigray","WiereLahe","Endagahamus","land preparation","03-01","06-10"
"413","Tigray","WiereLahe","Endagahamus","planting","06-25","07-15"
"413","Tigray","WiereLahe","Endagahamus","flowering","08-10","09-05"
"413","Tigray","WiereLahe","Endagahamus","tasseling/seed filling","08-15","09-10"
"413","Tigray","WiereLahe","Endagahamus","harvesting","10-08","11-10"
"423","Tigray","WiereLahe","AdisAlem","land preparation","02-15","06-25"
"423","Tigray","WiereLahe","AdisAlem","planting","07-03","07-28"
"423","Tigray","WiereLahe","AdisAlem","flowering","08-21","08-30"
"423","Tigray","WiereLahe","AdisAlem","tasseling/seed filling","08-26","09-10"
"423","Tigray","WiereLahe","AdisAlem","harvesting","09-28","12-06"
"427","Tigray","Ganta-afeshum","Wuhdet","land preparation","03-10","06-07"
"427","Tigray","Ganta-afeshum","Wuhdet","planting","06-24","07-17"
"427","Tigray","Ganta-afeshum","Wuhdet","flowering","09-05","09-21"
"427","Tigray","Ganta-afeshum","Wuhdet","tasseling/seed filling","10-01","10-11"
"427","Tigray","Ganta-afeshum","Wuhdet","harvesting","10-29","11-10"
"430","Tigray","Ganta-afeshum","Wuhdet","land preparation","01-14","06-07"
"430","Tigray","Ganta-afeshum","Wuhdet","planting","06-22","06-28"
"430","Tigray","Ganta-afeshum","Wuhdet","flowering","08-22","09-05"
"430","Tigray","Ganta-afeshum","Wuhdet","tasseling/seed filling","09-15","09-30"
"430","Tigray","Ganta-afeshum","Wuhdet","harvesting","10-21","11-10"
"432","Tigray","Ganta-afeshum","Wuhdet","land preparation","03-10","05-08"
"432","Tigray","Ganta-afeshum","Wuhdet","planting","05-09","06-17"
"432","Tigray","Ganta-afeshum","Wuhdet","flowering","08-22","09-26"
"432","Tigray","Ganta-afeshum","Wuhdet","tasseling/seed filling","10-11","10-21"
"432","Tigray","Ganta-afeshum","Wuhdet","harvesting","10-26","11-10"
"434","Amhara","Libo Kemkem","Agid","land preparation","03-10","07-07"
"434","Amhara","Libo Kemkem","Agid","planting","07-08","08-06"
"434","Amhara","Libo Kemkem","Agid","flowering","09-12","09-26"
"434","Amhara","Libo Kemkem","Agid","tasseling/seed filling","09-27","10-31"
"434","Amhara","Libo Kemkem","Agid","harvesting","11-10","12-09"
"435","Amhara","Libo Kemkem","Agid","land preparation","03-10","05-09"
"435","Amhara","Libo Kemkem","Agid","planting","05-09","06-01"
"435","Amhara","Libo Kemkem","Agid","flowering","08-18","08-24"
"435","Amhara","Libo Kemkem","Agid","tasseling/seed filling","09-06","09-26"
"435","Amhara","Libo Kemkem","Agid","harvesting","10-26","11-09"
"441","Amhara","Libo Kemkem","Birkutea","land preparation","04-15","11-13"
"441","Amhara","Libo Kemkem","Birkutea","planting","11-13","12-13"
"441","Amhara","Libo Kemkem","Birkutea","flowering","01-15","11-13"
"441","Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","11-13","11-13"
"441","Amhara","Libo Kemkem","Birkutea","harvesting","11-13","11-13"
"442","Amhara","Libo Kemkem","Birkutea","land preparation","11-13","11-13"
"442","Amhara","Libo Kemkem","Birkutea","planting","11-13","11-13"
"442","Amhara","Libo Kemkem","Birkutea","flowering","11-13","11-13"
"442","Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","11-13","11-13"
"442","Amhara","Libo Kemkem","Birkutea","harvesting","11-13","11-13"
"448","Amhara","Libo Kemkem","Birkutea","land preparation","03-10","07-07"
"448","Amhara","Libo Kemkem","Birkutea","planting","07-08","08-06"
"448","Amhara","Libo Kemkem","Birkutea","flowering","09-20","09-30"
"448","Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","09-30","10-10"
"448","Amhara","Libo Kemkem","Birkutea","harvesting","10-22","12-09"
"449","Amhara","Libo Kemkem","Birkutea","land preparation","03-10","05-05"
"449","Amhara","Libo Kemkem","Birkutea","planting","05-09","05-28"
"449","Amhara","Libo Kemkem","Birkutea","flowering","07-28","08-11"
"449","Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","08-21","09-22"
"449","Amhara","Libo Kemkem","Birkutea","harvesting","10-11","11-09"
"455","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-07"
"455","Amhara","Libo Kemkem","Ginaza","planting","07-08","08-06"
"455","Amhara","Libo Kemkem","Ginaza","flowering","09-11","09-26"
"455","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-27","10-31"
"455","Amhara","Libo Kemkem","Ginaza","harvesting","11-10","12-09"
"456","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-09"
"456","Amhara","Libo Kemkem","Ginaza","planting","05-09","06-01"
"456","Amhara","Libo Kemkem","Ginaza","flowering","08-18","08-24"
"456","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-06","09-26"
"456","Amhara","Libo Kemkem","Ginaza","harvesting","10-26","11-09"
"462","Amhara","Libo Kemkem","Birkutea","land preparation","03-10","07-23"
"462","Amhara","Libo Kemkem","Birkutea","planting","07-08","08-06"
"462","Amhara","Libo Kemkem","Birkutea","flowering","09-05","09-27"
"462","Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","09-28","10-10"
"462","Amhara","Libo Kemkem","Birkutea","harvesting","11-14","12-09"
"463","Amhara","Libo Kemkem","Birkutea","land preparation","03-10","05-08"
"463","Amhara","Libo Kemkem","Birkutea","planting","05-15","06-17"
"463","Amhara","Libo Kemkem","Birkutea","flowering","08-06","09-05"
"463","Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","08-22","09-25"
"463","Amhara","Libo Kemkem","Birkutea","harvesting","10-25","11-09"
"467","Amhara","Libo Kemkem","Birkutea","land preparation","03-10","05-24"
"467","Amhara","Libo Kemkem","Birkutea","planting","05-18","06-19"
"467","Amhara","Libo Kemkem","Birkutea","flowering","08-24","09-15"
"467","Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","09-17","10-10"
"467","Amhara","Libo Kemkem","Birkutea","harvesting","10-26","11-24"
"469","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-08"
"469","Amhara","Libo Kemkem","Ginaza","planting","07-11","07-23"
"469","Amhara","Libo Kemkem","Ginaza","flowering","09-12","10-09"
"469","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","10-12","10-27"
"469","Amhara","Libo Kemkem","Ginaza","harvesting","11-11","12-05"
"470","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-08"
"470","Amhara","Libo Kemkem","Ginaza","planting","05-09","05-28"
"470","Amhara","Libo Kemkem","Ginaza","flowering","08-22","09-12"
"470","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-21","10-11"
"470","Amhara","Libo Kemkem","Ginaza","harvesting","10-27","11-10"
"476","Amhara","Libo Kemkem","Ginaza","land preparation","11-14","11-14"
"476","Amhara","Libo Kemkem","Ginaza","planting","11-14","11-14"
"476","Amhara","Libo Kemkem","Ginaza","flowering","11-14","11-14"
"476","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","11-14","11-14"
"476","Amhara","Libo Kemkem","Ginaza","harvesting","11-14","11-14"
"477","Amhara","Libo Kemkem","Ginaza","land preparation","11-14","11-14"
"477","Amhara","Libo Kemkem","Ginaza","planting","11-14","11-14"
"477","Amhara","Libo Kemkem","Ginaza","flowering","11-14","11-14"
"477","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","11-14","11-14"
"477","Amhara","Libo Kemkem","Ginaza","harvesting","11-14","11-14"
"481","Amhara","Libo Kemkem","Ginaza","land preparation","11-14","11-14"
"483","Tigray","Medebay-Zana","Adibearj","land preparation","03-24","07-07"
"483","Tigray","Medebay-Zana","Adibearj","planting","07-08","07-27"
"483","Tigray","Medebay-Zana","Adibearj","flowering","09-06","09-27"
"483","Tigray","Medebay-Zana","Adibearj","tasseling/seed filling","10-10","11-10"
"483","Tigray","Medebay-Zana","Adibearj","harvesting","10-11","12-01"
"484","Tigray","Medebay-Zana","Adibearj","land preparation","03-01","03-11"
"484","Tigray","Medebay-Zana","Adibearj","planting","05-11","06-07"
"484","Tigray","Medebay-Zana","Adibearj","flowering","08-06","08-22"
"484","Tigray","Medebay-Zana","Adibearj","tasseling/seed filling","08-23","09-27"
"484","Tigray","Medebay-Zana","Adibearj","harvesting","10-12","10-31"
"488","Tigray","Medebay-Zana","Adibearj","land preparation","03-10","05-11"
"488","Tigray","Medebay-Zana","Adibearj","planting","03-12","06-30"
"488","Tigray","Medebay-Zana","Adibearj","flowering","08-07","09-05"
"488","Tigray","Medebay-Zana","Adibearj","tasseling/seed filling","09-12","10-12"
"488","Tigray","Medebay-Zana","Adibearj","harvesting","10-25","11-10"
"491","Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"491","Tigray","Tanqua-Abergele","Hadashtekli","planting","05-24","07-05"
"491","Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-09"
"491","Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-13","10-08"
"491","Tigray","Tanqua-Abergele","Hadashtekli","harvesting","10-23","11-23"
"492","Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"492","Tigray","Tanqua-Abergele","Hadashtekli","planting","05-23","07-13"
"492","Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-13"
"492","Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-24","10-20"
"492","Tigray","Tanqua-Abergele","Hadashtekli","harvesting","11-08","12-08"
"497","Tigray","Werieleke","Tsae","land preparation","03-10","06-22"
"497","Tigray","Werieleke","Tsae","planting","07-03","07-22"
"497","Tigray","Werieleke","Tsae","flowering","09-02","09-10"
"497","Tigray","Werieleke","Tsae","tasseling/seed filling","09-12","09-27"
"497","Tigray","Werieleke","Tsae","harvesting","10-12","10-26"
"498","Tigray","Werieleke","Tsae","land preparation","03-10","05-13"
"498","Tigray","Werieleke","Tsae","planting","05-23","06-12"
"498","Tigray","Werieleke","Tsae","flowering","08-07","08-21"
"498","Tigray","Werieleke","Tsae","tasseling/seed filling","09-06","09-26"
"498","Tigray","Werieleke","Tsae","harvesting","10-07","10-16"
"499","Tigray","Werieleke","Tsae","land preparation","03-10","05-13"
"499","Tigray","Werieleke","Tsae","planting","05-23","06-12"
"499","Tigray","Werieleke","Tsae","flowering","08-07","08-21"
"499","Tigray","Werieleke","Tsae","tasseling/seed filling","09-06","09-26"
"499","Tigray","Werieleke","Tsae","harvesting","11-08","11-25"
"504","Tigray","Werieleke","Enda-Felasi","land preparation","01-09","06-30"
"504","Tigray","Werieleke","Enda-Felasi","planting","07-05","07-25"
"504","Tigray","Werieleke","Enda-Felasi","flowering","08-24","09-10"
"504","Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-12","09-26"
"504","Tigray","Werieleke","Enda-Felasi","harvesting","10-09","11-11"
"505","Tigray","Werieleke","Enda-Felasi","land preparation","01-09","05-08"
"505","Tigray","Werieleke","Enda-Felasi","planting","05-23","06-22"
"505","Tigray","Werieleke","Enda-Felasi","flowering","08-18","08-26"
"505","Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-06","09-28"
"505","Tigray","Werieleke","Enda-Felasi","harvesting","10-01","10-21"
"506","Tigray","Werieleke","Enda-Felasi","land preparation","01-09","03-24"
"506","Tigray","Werieleke","Enda-Felasi","planting","04-09","01-08"
"506","Tigray","Werieleke","Enda-Felasi","flowering","08-22","09-12"
"506","Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-16","10-26"
"506","Tigray","Werieleke","Enda-Felasi","harvesting","11-11","11-25"
"513","Tigray","Emba-Alaje","Amedwuha","land preparation","01-10","05-08"
"513","Tigray","Emba-Alaje","Amedwuha","planting","05-10","06-23"
"513","Tigray","Emba-Alaje","Amedwuha","flowering","08-22","09-12"
"513","Tigray","Emba-Alaje","Amedwuha","tasseling/seed filling","10-08","11-15"
"513","Tigray","Emba-Alaje","Amedwuha","harvesting","11-25","12-20"
"514","Tigray","Emba-Alaje","Amedwuha","land preparation","01-10","06-21"
"514","Tigray","Emba-Alaje","Amedwuha","planting","07-02","07-18"
"514","Tigray","Emba-Alaje","Amedwuha","flowering","08-26","09-12"
"514","Tigray","Emba-Alaje","Amedwuha","tasseling/seed filling","09-30","10-24"
"514","Tigray","Emba-Alaje","Amedwuha","harvesting","11-02","11-29"
"521","Tigray","Emba-Alaje","Ayba","land preparation","01-10","06-07"
"521","Tigray","Emba-Alaje","Ayba","planting","07-05","07-17"
"521","Tigray","Emba-Alaje","Ayba","flowering","08-22","09-11"
"521","Tigray","Emba-Alaje","Ayba","tasseling/seed filling","09-27","10-25"
"521","Tigray","Emba-Alaje","Ayba","harvesting","11-10","12-10"
"522","Tigray","Emba-Alaje","Ayba","land preparation","03-10","06-07"
"522","Tigray","Emba-Alaje","Ayba","planting","06-11","07-07"
"522","Tigray","Emba-Alaje","Ayba","flowering","08-22","09-11"
"522","Tigray","Emba-Alaje","Ayba","tasseling/seed filling","09-27","10-25"
"522","Tigray","Emba-Alaje","Ayba","harvesting","10-26","11-17"
"525","Tigray","Medebay-Zana","Kuluferha","land preparation","03-09","05-08"
"525","Tigray","Medebay-Zana","Kuluferha","planting","05-11","06-17"
"525","Tigray","Medebay-Zana","Kuluferha","flowering","07-24","08-24"
"525","Tigray","Medebay-Zana","Kuluferha","tasseling/seed filling","08-25","09-30"
"525","Tigray","Medebay-Zana","Kuluferha","harvesting","10-30","11-20"
"526","Tigray","Medebay-Zana","Kuluferha","land preparation","05-24","07-04"
"526","Tigray","Medebay-Zana","Kuluferha","planting","07-06","07-28"
"526","Tigray","Medebay-Zana","Kuluferha","flowering","08-23","09-12"
"526","Tigray","Medebay-Zana","Kuluferha","tasseling/seed filling","09-14","10-01"
"526","Tigray","Medebay-Zana","Kuluferha","harvesting","10-26","11-30"
"530","Tigray","Medebay-Zana","Kuluferha","land preparation","03-10","05-09"
"530","Tigray","Medebay-Zana","Kuluferha","planting","05-11","06-13"
"530","Tigray","Medebay-Zana","Kuluferha","flowering","08-23","09-06"
"530","Tigray","Medebay-Zana","Kuluferha","tasseling/seed filling","09-12","09-27"
"530","Tigray","Medebay-Zana","Kuluferha","harvesting","10-24","11-11"
"532","Tigray","Saharti Samre","Lemlem Arena","land preparation","06-08","07-22"
"532","Tigray","Saharti Samre","Lemlem Arena","planting","07-23","08-06"
"532","Tigray","Saharti Samre","Lemlem Arena","flowering","08-22","09-05"
"532","Tigray","Saharti Samre","Lemlem Arena","tasseling/seed filling","09-12","09-26"
"532","Tigray","Saharti Samre","Lemlem Arena","harvesting","10-19","11-11"
"534","Tigray","Saharti Samre","Lemlem Arena","land preparation","03-10","04-23"
"534","Tigray","Saharti Samre","Lemlem Arena","planting","04-24","06-22"
"534","Tigray","Saharti Samre","Lemlem Arena","flowering","08-03","09-12"
"534","Tigray","Saharti Samre","Lemlem Arena","tasseling/seed filling","08-22","09-26"
"534","Tigray","Saharti Samre","Lemlem Arena","harvesting","11-18","11-30"
"539","Tigray","Saharti Samre","Dekera","land preparation","06-08","07-12"
"539","Tigray","Saharti Samre","Dekera","planting","07-18","08-04"
"539","Tigray","Saharti Samre","Dekera","flowering","08-22","09-05"
"539","Tigray","Saharti Samre","Dekera","tasseling/seed filling","09-01","09-22"
"539","Tigray","Saharti Samre","Dekera","harvesting","10-25","11-12"
"541","Tigray","Saharti Samre","Dekera","land preparation","04-09","05-08"
"541","Tigray","Saharti Samre","Dekera","planting","05-09","06-17"
"541","Tigray","Saharti Samre","Dekera","flowering","08-16","09-12"
"541","Tigray","Saharti Samre","Dekera","tasseling/seed filling","08-22","09-18"
"541","Tigray","Saharti Samre","Dekera","harvesting","11-22","12-03"
"546","Tigray","Raya Azebo","Werabaye","land preparation","03-10","07-08"
"546","Tigray","Raya Azebo","Werabaye","planting","07-22","08-06"
"546","Tigray","Raya Azebo","Werabaye","flowering","08-21","09-05"
"546","Tigray","Raya Azebo","Werabaye","tasseling/seed filling","09-07","09-26"
"546","Tigray","Raya Azebo","Werabaye","harvesting","10-11","11-10"
"548","Tigray","Raya Azebo","Werabaye","land preparation","03-10","04-23"
"548","Tigray","Raya Azebo","Werabaye","planting","04-28","05-18"
"548","Tigray","Raya Azebo","Werabaye","flowering","08-22","09-05"
"548","Tigray","Raya Azebo","Werabaye","tasseling/seed filling","09-11","09-26"
"548","Tigray","Raya Azebo","Werabaye","harvesting","11-24","12-24"
"553","Tigray","Raya Azebo","Erba","land preparation","02-09","07-17"
"553","Tigray","Raya Azebo","Erba","planting","07-22","08-16"
"553","Tigray","Raya Azebo","Erba","flowering","09-05","09-26"
"553","Tigray","Raya Azebo","Erba","tasseling/seed filling","09-29","10-11"
"553","Tigray","Raya Azebo","Erba","harvesting","11-20","11-25"
"555","Tigray","Raya Azebo","Erba","land preparation","02-09","04-08"
"555","Tigray","Raya Azebo","Erba","planting","04-09","05-24"
"555","Tigray","Raya Azebo","Erba","flowering","08-22","09-05"
"555","Tigray","Raya Azebo","Erba","tasseling/seed filling","09-11","09-26"
"555","Tigray","Raya Azebo","Erba","harvesting","12-10","01-08"
